Claim No,Policy No,Underwriting Year,Insured,Intermediary,Class,Class Code,Sub Class,Sub Class Code,Nature Of Loss,D.O.L,D.O.I,D.O.P,Start,Expiry,Indemnity Amount,Recoveries Amount,Handling Expense,Gross Amount,Reinsurance,Net Amount
C234091,P259865,2023,Daniel Sharma,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/07/2024,18/07/2024,06/02/2025,13/09/2023,12/09/2024,0,0,3100,3100,0,3100
C975686,P260265,2022,David Hughes,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/08/2023,28/08/2023,06/02/2025,22/09/2022,21/09/2023,0,0,38550,38550,0,38550
C790661,P341138,2023,Mateo Davies,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/09/2024,01/10/2024,20/02/2025,27/10/2023,26/10/2024,0,0,349350,349350,0,349350
C363533,P515375,2024,Mateo Fernandez,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/08/2024,19/08/2024,19/02/2025,11/07/2024,10/07/2025,0,0,132140,132140,0,132140
C872512,P510294,2023,Yusuf Hughes,Delta Coverage Ltd,Fire Domestic,03,Domestic Package,030,Floods,20/05/2024,06/09/2024,07/02/2025,12/08/2023,12/08/2024,0,0,66120,66120,0,66120
C336747,P626007,2022,Isla Miller,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/10/2022,24/10/2022,06/02/2025,21/07/2022,31/12/2022,0,0,32460,32460,0,32460
C908909,P855558,2022,Yusuf Singh,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/03/2023,30/03/2023,06/02/2025,07/10/2022,06/10/2023,0,0,24450,24450,0,24450
C195322,P495476,2024,Sophia Wilson,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/10/2024,12/10/2024,19/02/2025,22/09/2024,21/09/2025,0,0,93280,93280,0,93280
C307146,P810876,2024,Arjun Hughes,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/11/2024,08/11/2024,21/02/2025,21/02/2024,20/02/2025,0,0,84348,84348,0,84348
C121621,P531804,2024,Yusuf Davies,Alpha Insurance Agency,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,06/09/2024,07/09/2024,19/02/2025,16/08/2024,15/08/2025,0,0,212760,212760,0,212760
C375053,P281252,2024,Raj Johnson,Zeta Assurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,02/10/2024,03/10/2024,21/02/2025,04/01/2024,31/12/2024,0,0,88740,88740,0,88740
C144484,P753849,2024,Leila Patel,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/09/2024,27/09/2024,15/04/2025,01/01/2024,31/12/2024,0,0,27260,27260,0,27260
C830600,P794536,2024,Ella Begum,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,20/12/2024,23/12/2024,04/02/2025,17/05/2024,16/05/2025,13140,0,0,13140,0,13140
C644511,P756213,2022,Zara Khan,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,08/06/2023,12/06/2023,18/02/2025,05/08/2022,24/06/2023,0,0,35000,35000,0,35000
C418760,P714773,2023,Aarav Lewis,Kappa Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,15/09/2023,19/09/2023,30/01/2025,29/04/2023,28/04/2024,856420,0,0,856420,0,856420
C713824,P576712,2023,Yusuf Brown,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/12/2023,27/12/2023,30/01/2025,09/09/2023,08/09/2024,71780,0,0,71780,0,71780
C704914,P180628,2023,Aisha Sharma,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/04/2023,04/05/2023,30/01/2025,01/01/2023,31/12/2023,53619,0,0,53619,0,53619
C576850,P640893,2024,Isla Johnson,Theta Insurance,Motor Commercial,080,PSV,0804,Accidental Damage,04/05/2024,12/06/2024,30/01/2025,03/03/2024,02/03/2025,834638,0,0,834638,0,834638
C525795,P823250,2023,Lucas Khan,Broker Three,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,10/07/2023,11/07/2023,30/01/2025,01/10/2022,30/09/2023,17410,0,0,17410,0,17410
C584252,P390127,2023,Leila Williams,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,06/03/2024,21/03/2024,18/02/2025,06/12/2023,05/12/2024,0,0,6500,6500,0,6500
C868527,P994329,2021,Zara Patel,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/04/2021,04/03/2022,04/02/2025,23/03/2021,22/04/2021,0,0,63100,63100,0,63100
C752615,P907792,2021,Omar Wilson,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/10/2021,25/11/2021,04/02/2025,29/09/2021,29/10/2021,0,0,436625,436625,0,436625
C365647,P683874,2024,Ella Thompson,Sigma Risk Advisors,Fire Domestic,03,Domestic Package,030,Accidental Damage,07/08/2024,07/08/2024,04/02/2025,01/06/2024,31/05/2025,0,0,75574,75574,8193.47,67380.53
C950031,P995694,2024,Lucas Fernandez,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/09/2024,01/10/2024,07/05/2025,12/06/2024,31/12/2024,0,0,2900,2900,0,2900
C464304,P352764,2023,Nina Smith,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/05/2024,05/06/2024,06/02/2025,25/10/2023,24/09/2024,0,0,28600,28600,0,28600
C317007,P840899,2024,Aarav Hall,Atlas Insurance,Motor Commercial,080,General Cartage,0807,Fire,28/10/2024,29/10/2024,06/03/2025,03/10/2024,20/04/2025,0,0,13510,13510,0,13510
C509841,P204356,2023,Leo Smith,Delta Coverage Ltd,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,12/09/2024,13/09/2024,07/03/2025,14/09/2023,13/09/2024,0,0,20938,20938,0,20938
C301993,P527878,2022,Zara Brown,Beta Risk Partners,Theft,10,All Risks,103,Own Damage,09/08/2022,03/10/2022,12/02/2025,15/01/2022,14/01/2023,52733,0,0,52733,0,52733
C612052,P842262,2024,David Lewis,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Vehicle Theft,25/10/2024,02/11/2024,16/05/2025,13/03/2024,12/03/2025,0,0,49100,49100,0,49100
C730765,P133486,2022,Leo Singh,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,02/04/2022,24/05/2022,14/02/2025,03/03/2022,03/04/2022,86768,0,0,86768,0,86768
C813404,P484474,2024,Aisha Smith,Epsilon Underwriters,Motor Commercial,080,General Cartage,0807,Accidental Damage,19/12/2024,19/12/2024,08/05/2025,05/09/2024,04/09/2025,0,0,31320,31320,0,31320
C505267,P385687,2021,Omar Brown,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/10/2021,08/06/2022,06/02/2025,22/09/2021,22/10/2021,0,0,743000,743000,0,743000
C948806,P697233,2024,Zara Hughes,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,11/11/2024,13/11/2024,14/02/2025,15/03/2024,14/02/2025,0,0,22000,22000,0,22000
C409228,P446667,2024,Mateo Patel,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,27/11/2024,05/12/2024,14/02/2025,03/11/2024,02/12/2024,0,0,16000,16000,0,16000
C774374,P896260,2023,Isla Williams,Zeta Assurance,Motor Commercial,080,Motor Commercial Third Party,0808,Injury To Third Part,04/11/2024,08/01/2025,06/02/2025,31/12/2023,30/12/2024,0,0,58000,58000,0,58000
C369692,P687885,2024,Daniel Hughes,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,20/11/2024,04/12/2024,14/02/2025,04/04/2024,24/01/2025,0,0,15000,15000,0,15000
C417512,P639408,2024,David Fernandez,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/11/2024,25/11/2024,17/02/2025,26/10/2024,25/11/2024,0,0,122280,122280,0,122280
C107533,P816929,2024,Fatima Patel,Lambda Insurance Group,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/11/2024,03/12/2024,17/02/2025,28/11/2024,27/11/2025,0,0,159400,159400,0,159400
C600561,P146733,2024,Zara Sharma,Horizon Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/08/2024,27/08/2024,14/02/2025,09/02/2024,08/02/2025,0,0,477820,477820,0,477820
C963110,P322936,2022,Daniel Hughes,Eta Risk Solutions,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/02/2023,07/03/2023,19/02/2025,04/09/2022,03/09/2023,611250,0,0,611250,0,611250
C197863,P664140,2024,David Smith,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/10/2024,31/10/2024,06/03/2025,27/02/2024,26/02/2025,0,0,7280,7280,0,7280
C405782,P799433,2024,Ella Ali,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/12/2024,04/12/2024,06/03/2025,15/03/2024,13/12/2024,0,0,7280,7280,0,7280
C817823,P261579,2024,Zara Brown,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,21/11/2024,22/11/2024,26/02/2025,05/06/2024,04/04/2025,0,0,136084,136084,0,136084
C172597,P292365,2024,Amelia Sharma,Vertex Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,26/09/2024,08/10/2024,09/04/2025,01/05/2024,30/04/2025,251140,0,0,251140,0,251140
C874625,P952362,2024,Isla Begum,Broker Three,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,04/10/2024,08/10/2024,09/04/2025,01/05/2024,30/04/2025,2000000,0,0,2000000,0,2000000
C917467,P486706,2024,Leo Hall,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/11/2024,27/11/2024,06/03/2025,31/05/2024,30/05/2025,0,0,7280,7280,0,7280
C701284,P385507,2024,Arjun Taylor,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/12/2024,03/12/2024,06/05/2025,02/08/2024,01/08/2025,0,0,6980,6980,0,6980
C799381,P890533,2024,Fatima Smith,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,11/01/2025,15/01/2025,11/02/2025,24/06/2024,23/06/2025,1294000,0,0,1294000,0,1294000
C455995,P854144,2024,Arjun Lewis,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/09/2024,24/09/2024,21/02/2025,12/03/2024,11/03/2025,0,0,97920,97920,0,97920
C455460,P184178,2024,Daniel Lewis,Gamma Insurance Brokers,Motor Commercial,080,PSV,0804,Accidental Damage,01/10/2024,02/10/2024,09/04/2025,30/11/2023,29/11/2024,0,0,223490,223490,0,223490
C444131,P893623,2024,Maya Khan,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/11/2024,21/11/2024,14/02/2025,04/12/2023,03/12/2024,0,0,18000,18000,0,18000
C852369,P435865,2024,Raj Lewis,Eta Risk Solutions,Motor Commercial,080,PSV,0804,Windscreen Damage,06/01/2025,08/01/2025,20/02/2025,10/06/2024,09/06/2025,0,0,18500,18500,0,18500
C477564,P690646,2024,Isla Ahmed,Zeta Assurance,Motor Commercial,080,PSV,0804,Accidental Damage,15/07/2024,24/07/2024,19/02/2025,28/05/2024,27/05/2025,0,0,30000,30000,0,30000
C829307,P510185,2023,Daniel Fernandez,Delta Coverage Ltd,Motor Commercial,080,PSV,0804,Accidental Damage,15/09/2024,16/09/2024,19/02/2025,17/10/2023,16/10/2024,0,0,309040,309040,0,309040
C131907,P183063,2024,Aarav Hall,Pioneer Underwriters,Liability,05,Carriers Legal Liability,064,Accidental Damage,08/06/2024,18/12/2024,07/05/2025,01/01/2024,31/12/2024,0,0,34800,34800,0,34800
C373925,P864637,2022,Omar Fernandez,Taurus Brokers,Fire Industrial,04,Industrial All Risks,042,Fire,28/01/2023,28/01/2023,13/02/2025,01/07/2022,01/07/2023,0,0,2000000,2000000,1448276.2,551723.8
C510549,P801387,2022,Aisha Brown,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,17/06/2022,21/06/2022,13/02/2025,26/05/2022,25/05/2023,0,0,148864,148864,0,148864
C240770,P316852,2024,Zara Davies,Broker Two,Marine,06,Goods- in- Transit,062,Theft of goods,05/09/2024,06/09/2024,14/02/2025,03/03/2024,02/03/2025,720000,0,0,720000,0,720000
C353867,P916787,2023,Maya Shah,Pegasus Insurance,Work Injury Benefits,11,Work Injury Benefits Act,112,Injury to worker,15/07/2023,03/04/2024,18/02/2025,01/01/2023,31/12/2023,0,0,5000,5000,0,5000
C315098,P755660,2023,Lucas Taylor,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,05/11/2024,15/11/2024,17/02/2025,07/11/2023,06/11/2024,0,0,7030,7030,0,7030
C859033,P456028,2024,Aarav Patel,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/09/2024,30/09/2024,17/02/2025,08/04/2024,07/04/2025,0,0,6880,6880,0,6880
C627659,P533905,2023,Arjun Shah,Lambda Insurance Group,Motor Commercial,080,Motor Commercial Third Party,0808,Injury To Third Part,04/11/2024,08/01/2025,19/02/2025,31/12/2023,30/12/2024,0,0,30000,30000,0,30000
C348828,P971051,2023,Mateo Sharma,Vertex Insurance,Motor Commercial,080,Motor Commercial Third Party,0808,Injury To Third Part,04/11/2024,08/01/2025,19/02/2025,31/12/2023,30/12/2024,0,0,30000,30000,0,30000
C828080,P645209,2024,Isla Williams,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/12/2024,13/12/2024,17/02/2025,07/10/2024,06/10/2025,0,0,6980,6980,0,6980
C564527,P453804,2024,Daniel Taylor,Alpha Insurance Agency,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,28/10/2024,29/10/2024,06/03/2025,01/08/2024,31/07/2025,0,0,3100,3100,0,3100
C168412,P322112,2024,Maya Thompson,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/10/2024,18/10/2024,17/02/2025,15/04/2024,11/02/2025,0,0,6930,6930,0,6930
C692746,P396795,2024,Isla Davies,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/10/2024,09/10/2024,17/02/2025,06/10/2024,05/11/2024,0,0,3100,3100,0,3100
C659995,P511043,2022,Yusuf Davies,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/05/2023,25/05/2023,19/02/2025,17/09/2022,13/07/2023,0,0,121100,121100,0,121100
C887714,P486599,2024,David Wilson,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/10/2024,18/10/2024,17/02/2025,23/02/2024,22/01/2025,0,0,44328,44328,0,44328
C812585,P572461,2024,Aarav Taylor,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,22/09/2024,07/10/2024,17/02/2025,04/07/2024,03/07/2025,0,0,3100,3100,0,3100
C157502,P328168,2024,Isla Williams,Iota Claims Ltd,Motor Commercial,080,General Cartage,0807,Accidental Damage,21/09/2024,30/09/2024,19/02/2025,20/03/2024,19/12/2024,0,0,31080,31080,0,31080
C653338,P861037,2024,Mateo Shah,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/08/2024,14/08/2024,17/02/2025,04/06/2024,03/06/2025,0,0,3020,3020,0,3020
C114809,P910325,2024,Aarav Shah,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/08/2024,22/08/2024,17/02/2025,24/04/2024,23/04/2025,0,0,3100,3100,0,3100
C804004,P166775,2024,Zara Singh,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,28/02/2024,29/02/2024,17/02/2025,16/01/2024,15/11/2024,0,0,6980,6980,0,6980
C422185,P275132,2024,Sophia Patel,Broker Three,Motor Commercial,080,General Cartage,0807,Accidental Damage,24/07/2024,23/08/2024,19/02/2025,21/04/2024,20/04/2025,0,0,3140,3140,0,3140
C415940,P615389,2024,Lucas Shah,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,30/06/2024,22/07/2024,19/02/2025,05/06/2024,18/07/2024,0,0,6380,6380,0,6380
C875074,P848311,2023,Amelia Brown,Atlas Insurance,Motor Commercial,080,General Cartage,0807,Own Damage,24/07/2023,28/07/2023,19/02/2025,14/06/2023,13/03/2024,0,0,3140,3140,0,3140
C536482,P305417,2023,Leila Taylor,Atlas Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,19/01/2024,19/01/2024,19/02/2025,25/09/2023,24/09/2024,0,0,3140,3140,0,3140
C868537,P439696,2023,Ethan Ahmed,Broker One,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/07/2024,17/07/2024,19/02/2025,30/10/2023,28/08/2024,0,0,3140,3140,0,3140
C142896,P376724,2023,Maya Fernandez,Alpha Insurance Agency,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,16/08/2024,20/08/2024,19/02/2025,14/12/2023,13/11/2024,0,0,3140,3140,0,3140
C959002,P280911,2022,Aarav Begum,Broker Two,Motor Commercial,080,Institutional Vehicles,0813,Own Damage,14/01/2023,18/01/2023,18/02/2025,23/09/2022,04/07/2023,0,0,38250,38250,0,38250
C255370,P800903,2024,Amelia Patel,Vertex Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/12/2024,20/12/2024,07/03/2025,25/11/2024,24/11/2025,0,0,6380,6380,0,6380
C216055,P949003,2024,Zara Williams,Taurus Brokers,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,30/12/2024,04/01/2025,07/03/2025,10/01/2024,09/01/2025,0,0,6380,6380,0,6380
C725170,P545432,2024,Aisha Patel,Broker Three,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/12/2024,30/12/2024,07/03/2025,10/02/2024,09/02/2025,0,0,6380,6380,0,6380
C536583,P646840,2023,Omar Hughes,Summit Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,23/11/2024,25/11/2024,07/03/2025,08/12/2023,07/12/2024,0,0,2900,2900,0,2900
C678987,P196695,2024,Zara Singh,Epsilon Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/11/2024,20/11/2024,07/03/2025,24/01/2024,22/01/2025,0,0,6380,6380,0,6380
C310151,P350006,2024,David Smith,Iota Claims Ltd,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,04/11/2024,05/11/2024,07/03/2025,27/05/2024,26/05/2025,0,0,6980,6980,0,6980
C641153,P446619,2024,Leila Sharma,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,26/11/2024,15/01/2025,17/02/2025,23/09/2024,22/09/2025,34000,0,0,34000,0,34000
C293775,P629268,2023,Sophia Begum,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,03/01/2024,05/01/2024,17/02/2025,01/05/2023,01/05/2024,752500,0,0,752500,0,752500
C650856,P462770,2022,Fatima Lewis,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/04/2023,12/04/2023,17/02/2025,01/06/2022,31/05/2023,493683,0,0,493683,0,493683
C637808,P864440,2023,Arjun Begum,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,12/02/2024,13/02/2024,17/02/2025,01/11/2023,31/10/2024,1140091,0,0,1140091,0,1140091
C513066,P861396,2023,Aarav Shah,Broker Two,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/10/2024,15/10/2024,19/02/2025,10/12/2023,09/12/2024,53973,0,0,53973,0,53973
C633200,P980549,2023,Sophia Begum,Zeta Assurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/10/2024,15/10/2024,19/02/2025,10/12/2023,09/12/2024,22055,0,0,22055,0,22055
C180441,P175824,2023,Nina Smith,Gamma Insurance Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,10/10/2024,15/10/2024,19/02/2025,10/12/2023,09/12/2024,24564,0,0,24564,0,24564
C705490,P684878,2025,Ella Begum,Pegasus Insurance,Motor Commercial,080,Motor Commercial Comprehensive,0800,Windscreen Damage,17/02/2025,18/02/2025,18/02/2025,01/01/2025,31/12/2025,34800,0,0,34800,0,34800
C534595,P917422,2023,Omar Shah,Pioneer Underwriters,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,25/08/2024,29/08/2024,19/02/2025,10/12/2023,01/10/2024,19577,0,0,19577,0,19577
C306947,P896662,2024,Priya Wilson,Theta Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,29/12/2024,31/12/2024,06/03/2025,01/04/2024,31/03/2025,0,0,7280,7280,0,7280
C210066,P956603,2024,Zara Sharma,Beta Risk Partners,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,07/09/2024,12/09/2024,19/02/2025,02/05/2024,01/05/2025,0,0,30000,30000,0,30000
C898536,P622061,2024,Leila Williams,Pegasus Insurance,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,13/12/2024,16/12/2024,20/02/2025,26/07/2024,25/07/2025,0,0,126920,126920,0,126920
C361361,P302093,2024,David Davies,Pegasus Insurance,Theft,10,Cash in Transit,100,Accidental Damage,25/10/2024,30/10/2024,20/02/2025,08/10/2024,07/10/2025,313921,0,0,313921,0,313921
C853601,P975030,2023,Zara Thompson,Delta Coverage Ltd,Engineering,02,Machinery Breakdown,023,Accidental damage,04/10/2023,06/10/2023,09/04/2025,26/07/2023,25/07/2024,703204,0,0,703204,314478.66,388725.34
C278804,P659922,2025,Lucas Roberts,Taurus Brokers,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,14/01/2025,17/01/2025,25/02/2025,01/01/2025,31/12/2025,0,0,137360,137360,0,137360
C268404,P256481,2024,Arjun Johnson,Delta Coverage Ltd,Motor Private,070,Motor Private Comprehensive,0700,Windscreen Damage,03/11/2024,19/11/2024,25/02/2025,09/10/2024,08/10/2025,10000,0,0,10000,0,10000
C998952,P867718,2023,Aisha Johnson,Sigma Risk Advisors,Motor Private,070,Motor Private Comprehensive,0700,Own Damage,18/11/2024,20/11/2024,21/02/2025,04/12/2023,03/12/2024,316670,0,0,316670,0,316670
C620147,P800701,2024,Nina Ali,Alpha Insurance Agency,Motor Commercial,080,Motor Commercial Comprehensive,0800,Own Damage,22/11/2024,20/01/2025,07/03/2025,01/11/2024,31/10/2025,0,0,6380,6380,0,6380
